onset	duration	nwb_table
1572450881.1488917	1153.8800315856934	epochs
1572452329.295152	904.8341593742371	epochs
1572453316.7411385	1229.3875498771667	epochs
1572454789.3827977	908.0458920001984	epochs
1572455789.946266	904.6830842494965	epochs
1572456953.3748379	920.7542901039124	epochs
1572457955.6545348	901.1747238636017	epochs
1572459117.5909662	657.514580488205	epochs
1572459900.4121277	942.4163782596588	epochs
1572462335.666735	1233.375111579895	epochs
1572463660.9323502	2805.9103462696075	epochs
1572467318.9656703	922.6772303581238	epochs
1572468347.477176	1254.6650578975677	epochs
1572469992.3130882	909.5298392772675	epochs
1572470987.5990126	1070.7436356544495	epochs
1572472550.134215	1109.6086235046387	epochs
1572473839.8087327	1400.1339905261993	epochs
1572475965.6079385	976.4346649646759	epochs
