onset	duration	nwb_table
1567196653.1797779	1501.8177976608276	epochs
1567198579.0119526	906.386260509491	epochs
1567199746.5724323	1268.8255569934845	epochs
1567201358.2387602	906.8592493534088	epochs
1567202442.065712	1203.5320389270782	epochs
1567204119.0811367	1002.2169761657715	epochs
1567205206.8243468	1213.37331533432	epochs
