onset	duration	nwb_table
1600186347.7627432	905.2197468280792	epochs
1600187502.5841885	908.69819688797	epochs
1600188508.434105	957.7485184669495	epochs
1600189716.7402363	905.0425426959991	epochs
1600190686.625725	954.0564873218536	epochs
1600191894.8903706	906.3919661045074	epochs
1600192889.0872767	966.3947014808655	epochs
1600194152.4298525	902.6529695987701	epochs
1600195148.0306416	2732.1521484851837	epochs
1600198231.551554	908.3307647705078	epochs
1600199210.7867584	900.595596075058	epochs
1600200313.3345785	902.7479047775269	epochs
1600201324.546214	1165.8363823890686	epochs
1600202979.998307	906.6843433380127	epochs
1600203930.3879454	1075.294843196869	epochs
1600205270.2369585	902.3455362319946	epochs
1600206284.1472337	902.7353889942169	epochs
1600207790.991943	904.290479183197	epochs
1600208747.133296	950.048882484436	epochs
