onset	duration	nwb_table
1600373510.6180775	913.3645136356354	epochs
1600374827.1815329	909.9004240036011	epochs
1600375842.1414685	936.9413216114044	epochs
1600377226.3117185	905.1703062057495	epochs
1600378197.4886205	916.4931931495667	epochs
1600379469.4079206	905.0739343166351	epochs
1600380463.899139	909.9836750030518	epochs
1600381909.2596955	905.2222754955292	epochs
1600382928.2355363	861.8469135761261	epochs
